Page ID,Page Name,Disclaimer,Amount Spent (USD)
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,5129
706716899745696,Women for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,4886
280273942699165,Where They Stand Arizona,Forward Majority Action Arizona,4743
104369968066690,No Prop 208,Arizonans for Great Schools and a Strong Economy,4549
242077219243971,The Presidential Coalition,The Presidential Coalition,4527
1643411132380588,DefendArizona,DEFEND ARIZONA. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.,4497
103026384819654,How to Vote,ACRONYM,4465
567371470277443,The Wilderness Society Action Fund,The Wilderness Society Action Fund,4460
431099560800970,Front Page Live,"Front Page Live, Inc.",4403
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,4180
6165653060,AFSCME,"Paid for by the American Federation of State, County & Municipal Employees PEOPLE, afscme.org/afscme-people. Not authorized by any candidate or candidate’s committee.",4109
110326484168705,Our Arizona,The Future We Need and not authorized by any candidate or candidate committee.,3953
165987503528599,Lindsey Graham,"TEAM GRAHAM, INC.",3772
105756057589080,The Lincoln Project,The Lincoln Project,3258
156968474833352,Stop Republicans,Stop Republicans,3232
280034132055819,WhatsApp,WhatsApp Inc.,3116
107038924352529,Big Money Mark Kelly,NRSC,3111
101183127996396,Four Is Enough,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",3031
698865983845402,Show Up To Vote,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",2959
142992759853421,Be A Hero,BE A HERO PAC,2946
309798029121030,Everytown for Gun Safety,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),2902
255237711773195,Mi AZ,PROGRESSNOW AZ,2718
152222811464994,One Arizona,One Arizona,2703
107077007769740,Election Protection Arizona,Election Protection Arizona,2680
198559607605482,Gunnigle 2020,Gunnigle 2020,2654
1470540296409810,Fair Fight Action,Fair Fight,2619
248833449184369,Boost the News,ACRONYM,2482
442159053368561,Women Speak Out PAC,Women Speak Out PAC,2478
22561081832,NRA Institute for Legislative Action,National Rifle Association of America,2394
103597034685122,Vote Like A Madre,LATINO VICTORY PROJECT,2303
607626319739286,Black Voices for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,2292
497081420632330,Dr. Hiral Tipirneni,HIRAL FOR CONGRESS,2275
135497976523828,LUCHA - Living United for Change in Arizona,Living United for Change in Arizona,2254
355294377918872,American Federation for Children - Arizona Chapter,American Federation for Children. Not authorized by any candidate.,2245
102226184949334,We're Saying NO to Martha McSally,DSCC,2066
8934429638,Planned Parenthood Action,Planned Parenthood Votes,2018
170437389362,Maricopa County Democratic Party,Maricopa County Democratic Party,2013
104809690939792,AJ for Arizona,AJ For State Senate. Authorized by Ajlan AJ Kurdoglu.,1991
1030021013726452,Muscato For Congress,MUSCATO FOR CONGRESS,1909
110339484041212,Voices of Arizona,ProgressNow AZ,1907
100772435078679,Arizona Families First,Arizona Families First,1886
24413227922,Kamala Harris,BIDEN VICTORY FUND,1853
328072970642479,Jaime Harrison,JAIME HARRISON FOR US SENATE,1818
24413227922,Kamala Harris,BIDEN FOR PRESIDENT,1809
706716899745696,Women for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",1751
487296634750429,Elect Karen Fann,Elect Karen Fann LD1 Senate,1716
630710627126165,Christine Porter Marsh for Arizona,Chris4Arizona. Authorized by Christine Marsh,1636
112162620640212,AZ Aanhpi Advocates,The Future We Need,1604
206291632794768,Coral For Arizona,Coral 4 AZ. Authorized by Coral Evans,1570
261663760956534,America First Policies,America First Policies Inc,1478
132080770746239,Felicia French for Arizona,French for Arizona. Authorized by Felicia French.,1473
271920770168228,Secretary Katie Hobbs,Office of the Arizona Secretary of State,1469
679171239164792,Supermajority,"Supermajority PAC, https://supermajority.com/pac/. Not authorized by any candidate or candidate's committee.",1457
100560711450721,Evangelicals for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,1448
43287633515,Alliance for Climate Education,Alliance for Climate Education,1380
115497288466814,Home Builders Association of Central Arizona,Home Builders Association of Central Arizona,1360
1418793998332905,Aaron Marquez,Friends of Aaron Marquez,1347
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,1344
101279451606075,Democratic Strategy Institute,Democratic Strategy Institute,1327
101776125035482,Native American Coalition,One Arizona,1286
80562389320,NARAL Pro-Choice America,NARAL Freedom Fund,1271
567321037078441,Gerard "Jerry" Sheridan,Sheridan4Sheriff2020,1243
193246844702687,Defending Democracy Together,Defending Democracy Together,1239
109784800371914,Protect Kids: Fight Flavored E-Cigarettes,TOBACCO-FREE KIDS ACTION FUND,1227
101135471506210,NO on Prop 207,Arizonans for Health and Public Safety,1175
169294210117209,Bill Mundell for Corporation Commission,Mundell 2020,1167
643463669628493,Public Opinion Research Group,"Public Opinion Research Group, Inc",1134
851152471658846,Arizona Free Enterprise Club,Arizona Free Enterprise Club,1130
1157993737632395,Kate Gallego for Phoenix,Kate Gallego for Phoenix Mayor,1124
18982436812,ACLU,American Civil Liberties Union,1112
1476623265909250,Chispa AZ,Chispa AZ,1057
101927028250230,American Liberty Fund,AMERICAN LIBERTY FUND,1046
6815841748,Barack Obama,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,1016
372579323332843,Shea Stanfield,Elect Shea Stanfield,998
111467630217247,Tatiana Pena for AZ,Tatiana Pena For AZ,996
538649879867825,Red Table Talk,"Facebook, Inc.",980
106091604274105,Independent Voices Arizona,Independent Voices Arizona,963
312208869424760,Field Team 6,Field Team 6,962
153755258313622,Jennifer Pawlik,Jennifer Pawlik for AZ House. Authorized by Jennifer Pawlik.,954
190400207672014,American Bankers Association,American Bankers Association,944
346814612024906,BoyerAZ,Boyer for Senate,943
623339164538852,National Security Action,Nationalsecurityaction.org,934
1735441880027339,Center for Arizona Policy Action,Center for Arizona Policy Action,916
544628295627375,Anna Tovar,Tovar for Arizona. Authorized by Anna Tovar.,908
229422593795044,State Government Leadership Foundation,State Government Leadership Foundation,892
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,849
79125112926,Students for Life of America,"STUDENTS FOR LIFE OF AMERICA, INC.",846
220333879403845,Arizona's Future,The Future We Want. Major Funding by Citizens for Accountable Government. Not authorized by any candidate.,845
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,825
1871071139797362,Elect Kathy Knecht for AZ House,Kathy Knecht for State Representative-LD21. Authorized by Kathy Knecht.,824
104684067632334,Unite the Country,UNITE THE COUNTRY,821
546580165686422,Vote for Lea Marquez Peterson,Vote for Lea Marquez Peterson. Authorized by Lea Marquez Peterson.,808
302182941354,AARP Advocates,AARP,792
207033659336173,Clean Elections,Citizens Clean Elections Commission,784
623565561610001,Project Yellowstone,Project Yellowstone,784
158391224612552,Arizonans for Strong Leadership,Arizonans for Strong Leadership. Not Authorized by Any Candidate or Candidate's Committee.,767
103428021464766,C4E: The Concealed Carry Experience,Concealed Coalition,741
104558271388268,Vote No Prop 208,Vote No Prop 208,699
159433914079029,Inter Tribal Council of Arizona,"INTER TRIBAL COUNCIL OF ARIZONA, INC.",687
170004579701070,RootsAction,Action For A Progressive Future,677
100779578065977,Maricopa County Elections Department,Maricopa County Elections Department,652
157652584384932,David Schweikert,FRIENDS OF DAVID SCHWEIKERT,651
210820618956311,Community Change Action,Community Change Voters,642
102689561566768,Party Line Shedd,DCCC,633
110749446963570,Courier,"Courier Newsroom, Inc.",632
230251243697957,Wendy Rogers,Wendy Rogers for AZ Senate,628
18957518672,Rock the Vote,Rock The Vote,626
475456956305422,All Voting Is Local,Leadership Conference Education Fund,616
1616728165212478,Environmental Voter Project,"Environmental Voter Project, Inc.",614
101432825019214,Republicans & Independents for Biden,The Lincoln Project,606
283925872728,Stand for Children Arizona,Stand for Children Arizona IEC,585
112340430619303,Can't Trust Schweikert,"the American Federation of State, County & Municipal Employees PEOPLE, AFSCMEPEOPLE.org. Not authorized by any candidate or candidate’s committee.",585
1556932204325823,ProgressPop,ProgressPop,583
19554217292,American Heart Association: You're the Cure,American Heart Association,580
101525041616176,Power the Polls,Power The Polls,576
268709413907753,Our American Century,OUR AMERICAN CENTURY,561
103644036958,United Association,United Association Political Education Committee,547
1797429147207331,NEON,"NEON RATED, LLC",528
1262385000516647,Jevin Hodge,Friends of Jevin D. Hodge,524
18813753280,Human Rights Campaign,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,522
679119985616652,Ervin For Arizona,Ervin for AZ Senate - Authorized by Douglas Ervin,520
111032923803385,Revitalize Arizona,Revitalize Arizona,517
1131440700290976,Tiffany Shedd,TIFFANY SHEDD FOR CONGRESS COMMITTEE,517
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,514
100549158311392,Students Learn Students Vote Coalition,National Conference on Citizenship,508
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,504
1706061183015990,Caputi for Council,Caputi For Council,502
473191156175163,EDF Action,Environmental Defense Action Fund,498
259130650776119,Mitch McConnell,MCCONNELL SENATE COMMITTEE,498
338218229911752,Integrity First PAC,INTEGRITY FIRST PAC,494
852784198406948,Boy Scouts Investigation,X Social Media LLC,493
443329669123990,USAFacts,USAFacts Institute,493
2037096416617043,Elect Kristin Dybvig-Pawelko,Elect KDP,489
103075334816156,UFCW Votes,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,489
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,485
1422865467953863,Kelli Butler for Arizona,Kelli Butler for Arizona. Authorized by Kelli Butler.,483
925007000949719,ExxonMobil,Exxon Mobil Corporation,482
602714436529710,End Citizens United,END CITIZENS UNITED,453
105466846220976,J.D. Mesnard,Vote Mesnard,446
1171214716252298,"Adrian Fontes, Maricopa County Recorder",Maricopa County Recorder's Office,441
417522508294454,Job Creators Network,Job Creators Network,419
100982558170342,America Benefits Today,Dollar Informer,416
105732744375701,Steve Bullock,MONTANANS FOR BULLOCK,411
327837911149503,2A4Life,2A4LIFE LLC,406
2441418409256581,Judy for AZ,Judy Schwiebert for State Rep - District 20. Authorized by Judy Schwiebert,389
271228680000973,NativesOutdoors,The Rural Utah Project Education Fund,386
6815841748,Barack Obama,BIDEN FOR PRESIDENT,385
102811394596408,Rex Scott for Pima County Supervisor,Scott for Supervisor,379
907919839243616,My Faith Votes,My Faith Votes,377
367306643463363,Senator Sean Bowie,Sean Bowie for State Senate. Authorized by Sean Bowie,365
2352630938293825,Mytacticalpromos,Entremax,359
1449461518652183,4Patriots,4Patriots LLC,356
165364270823448,Aaron Lieberman for Arizona,Elect Aaron Lieberman,346
605168822998856,314 Action,314 ACTION FUND,342
43964138954,Arizona Students' Association,Arizona Students Association,341
105577974544303,The USA Needs More Patriots,AmeriPolling,335
88910615677,Arizona Game & Fish Department,Arizona Game and Fish,334
266114353867,Jeff Weninger,Weninger For AZ House,324
1955956844453897,Girard for Arizona,GIrard for Arizona,321
2527777323961638,Rural Utah Project,Rural Utah Project,321
117144508670456,GUNVOTE,National Shooting Sports Foundation,319
172723476083583,Stanton for Arizona,Stanton for Arizona,318
2078647579047586,Project Pulso,Pulso,315
115207933194520,John Little for Scottsdale City Council,JOHN LITTLE SCOTTSDALE 2020,303
144079300313,Center for Arizona Policy,"Center for Arizona Policy, Inc.",300
503213206872350,Casteen for Maricopa County Superintendent,Casteen for Maricopa County,293
2197543200459333,One Country Project,One Country Inc,292
104113087669604,Opportunity Arizona,Opportunity Arizona,291
151525932186806,When Democrats Turn Out,WHEN DEMOCRATS TURN OUT PAC,283
127225910653607,PragerU,PragerU,279
617624205296968,Tim Dunn For Az House,Tim Dunn For AZ House. Authorized by Tim Dunn.,278
343803465647657,Pima GOP,PIMA COUNTY REPUBLICAN PARTY,275
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",274
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,272
1209457952426541,NILC Immigrant Justice Fund,NILC Immigrant Justice Fund,271
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,268
1809078699219595,Fat Tire,"NEW BELGIUM BREWING COMPANY, INC.",267
183963015310306,Andy Biggs,Biggs for Congress,267
142135291801,ACLU of Arizona,"AMERICAN CIVIL LIBERTIES UNION, INC.",267
1545991588975448,Rothstein Donatelli LLP,Rothstein Donatelli LLP,266
105624247754904,More in Common,More in Common,264
105661847921058,Anti-Catholic Ticket,Freedom Club,258
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,255
171287339973880,LCV Victory Fund,"LCV Victory Fund, 202-785-8683, and not authorized by any candidate or candidate’s committee",254
320437294638279,Campus Vote Project,FAIR ELECTIONS CENTER,254
1950808391611889,Jim O'Connor - Arizona Corporation Commission,Write-In Jim O'Connor,251
1161005637372969,Just Democracy,Just Democracy,249
130234313704399,United We Dream,UNITED WE DREAM NETWORK INC,249
114962494972,Arizona Department of Health Services,Arizona Department of Health Services,243
244554749685,National Congress of American Indians,NATIONAL CONGRESS OF AMERICAN INDIANS with Facebook ad credits,240
810192212649679,Richer For Recorder,Richer for Recorder,236
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,236
160892854539470,Brandon Martin for Congress,MARTIN FOR FREEDOM,235
828902563856302,Chuck Schumer D-NY,FRIENDS OF SCHUMER,230
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,229
103932294697808,US Final Expense Assistance,Laperryrea Daniyell Hobbs,227
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,221
155030927907248,T.J. Shope,Shope for Senate,220
102625914454226,David Peelman for Arizona,David Peelman for Arizona,218
114886543237595,Judy Stahl for AZ House,Judy for Arizona,216
158791100909689,Concerned Veterans for America,Concerned Veterans for America,214
1061240530648502,Joe Collins,JOE COLLINS FOR CONGRESS,212
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,211
104856814505092,The Kids Guide,The Kids Guide,211
120547365195,National LGBTQ Task Force,These ads ran without a disclaimer,211
100255385182641,AStrongArizona,Arizona Chamber Moving AZ Forward PAC and Commitment to Education,210
1419388578092947,Anna Paulina Luna,ANNA PAULINA LUNA FOR CONGRESS,208
106487520883333,Cardinal & Pine,"Courier Newsroom, Inc.",205
70874333603,CatholicVote,catholicvote.org,205
106244251043808,Reuse Plastics,"AMERICAN CHEMISTRY COUNCIL, INC.",203
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,200
315430262358287,Protect our Community,Protect our Community,200
112325855474892,Speak Up For Education and Kids,National Education Association,199
175421985812598,Vote Eddie Cook,Friends of Eddie Cook. Authorized by Eddie Cook.,199
109769817339733,Elect Dave Ortega Mayor,Elect Dave Ortega Mayor,194
193860517413973,Diné C.A.R.E.,Resource Media,192
104516673282383,Napier for Pima County Sheriff,Sheriff Napier 2020,191
111143288919034,Kate Brophy McGee - State Senate,Kate McGee AZ - Senate,189
104766211232210,Feel Good Voting,Feel Good Action,189
428821014132730,Katie Porter,Katie Porter For Congress,189
14226615647,People For the American Way,People For the American Way,188
613617045459273,"Linda Thor, Maricopa Community Colleges Governing Board",Linda Thor for Community College Board. Authorized by Linda Thor.,185
7933888572,Network Lobby,THE NETWORK,185
2019329155010615,Sloan for Arizona,Sloan2020,182
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,176
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,176
918509378314877,Kurland for Arizona House 23,Kurland 23,174
104677214707541,Shady Schweikert,314 ACTION FUND,173
103597604713894,Team Trump Store,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,171
9324910069,NRSC,NRSC,170
1600352356914768,PushBlack,PushBlack,170
10150117105250068,Arizona Republican Party,Arizona Republican Party,168
892673067526965,Project War Path,Project War Path,167
931085247003096,Tempe First,Tempe First. Not Authorized by any Candidate or Candidate’s Committee.,167
1387062348242626,Progress Arizona,ProgressNow AZ,166
114710126648118,Republican Dogs,Republican Dogs,166
114625730266879,Republican Voters Against Trump,Defending Democracy Together,165
100356101352684,Dan Toporek for Maricopa County Treasurer,DAN FOR AZ,165
25852730092,Care2,Care2 Inc,165
214074219133959,City of Mesa en Español,City of Mesa,164
168051710543266,Lacy Johnson,Lacy Johnson for Congress,163
6500552187,Hulu,"HULU, LLC",162
324558475104607,United We Dream Action,United We Dream Action,159
328853823844484,Balance of Power,Balance of Power,158
171834592897858,Steve Chucri for Supervisor,Steve Chucri for Supervisor,158
17023576156,The Leadership Conference on Civil and Human Rights,Leadership Conference Education Fund,156
111918396546,UFW,United Farm Workers of America,156
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,155
103983379801,Texas Democratic Party,SUPER STATES 2020,154
650678392210581,Joe O'Reilly for Mesa School Board,Joe O'Reilly for Mesa School Board. Authorized by Joe O'Reilly.,153
1764306443784870,PL+US Action Fund,PLUS ACTION FUND,152
105730617721072,Benny White for Pima County Recorder,Benny White for Pima County Recorder,152
1635441679872518,Kimberly Klacik,Kim Klacik for Congress,151
223055747744143,Beto O'Rourke,Powered By People,148
14856729724,Gap,Gap Inc,147
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",145
725736457444853,American Encore,American Encore,145
112658390566033,Yes on 444,Yes for Phoenix,144
195530355493,Chicks On The Right,Chicks on the Right,144
105882174183801,PACRONYM,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",144
202531447982,Jimmy Chin,Protect Our Winters,141
116937739711049,Steve Diamond for Supervisor,Steve Diamond for Supervisor,136
107483817554072,WorkMoney,WorkMoney,136
8325302025,Friends of the Earth U.S.,Friends of the Earth,136
109379100777665,Patriotism Isn't Dead,Patriot Polling,136
2081864865362439,Mike Espy,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,133
71387879392,"City of Mesa, Arizona Government",City of Mesa,133
314499212242,Pfizer,Pfizer Inc.,132
95790000888,Life Issues Institute,Life Issues Institute Inc,129
278478315828826,CNN Original Series,WarnerMedia LLC,128
110715063853632,Vote Matt Nielsen,VoteMattNielsen,127
106888260932693,Fair Census Project,RESOURCES LEGACY FUND,127
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,126
104614641200137,MeidasTouch,MEIDASTOUCH,125
97493741436,John W. Hickenlooper,HICKENLOOPER FOR COLORADO,125
629280337699154,Claim What's Yours,City of Tucson,125
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",124
92925746942,Judicial Watch,Judicial Watch,124
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",122
285399776661,Shawnna Bolick,Vote Bolick,120
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,117
111115813855466,Dave Siebert for Phoenix City Council,Friends of Dave Siebert. Authorized by Dave Siebert.,117
104673218071670,America Votes For Biden,TECH FOR CAMPAIGNS,116
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,116
1192579580831773,Supermajority News,Supermajority,114
160513344045084,John Neely Kennedy,"John Kennedy for Us, Inc",114
7833534974,Florida Democratic Party,Florida Democratic Party,114
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,112
465673877301596,Betty Guardado for Phoenix City Council,Betty Guardado for Phoenix City Council,112
333710103706307,Giffords,GIFFORDS PAC,112
132492254050920,American AF,AAF Nation,107
103895491231332,Garland Shreves For Arizona State Senate LD 27,Garland Shreves,107
215830238462422,The LIBRE Initiative,The Libre Initiative,106
42872222699,Dana Loesch,Dana Loesch Radio,106
103246576384034,Keep Scottsdale Special,Keep Scottsdale Special,105
108471940843934,Keep Lynne Pancrazi 2020,Keep Lynne Pancrazi 2020,105
100292118042776,Paige Reesor For Tempe Union Governing Board,Paige For Schools,104
104674531008061,Bob Karp 2020,Committee to Elect Bob Karp,103
7976226799,The Daily Show,Comedy Central,103
112509643754341,Vote Liz Harris,Vote Liz Harris,103
1107973016071967,Wesley Hunt,Hunt for Congress,102
45555240203,America First Credit Union,America First Credit Union,102
113238287134755,"American Target Advertising, Inc.",The Conservative Caucus,101
110845550593681,Rural Arizona Action,Rural Arizona Action,≤100
109007697379921,Chris Nanos for Sheriff,Chris Nanos,≤100
113666459994300,Big Dan Rodimer for Congress,RODIMER FOR CONGRESS,≤100
1179947005448206,Own It Voice It,"RAI Services Company, a subsidiary of Reynolds American Inc.",≤100
210820618956311,Community Change Action,Center for Community Change Action,≤100
100256754899828,Patriot's Cave,Patriots Cave,≤100
396558163869852,Arizona National Organization for Women - AZ NOW,Arizona National Organization for Women Political Action Committee,≤100
376776419037747,Turning Point USA,Turning Point USA,≤100
167606528159,Dockers,Levi Strauss & Co.,≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
114086613610796,Jacqueline V. Smith for Maricopa Community Colleges - District 1,Jacqueline Smith for Governing Board. Authorized by Jacqueline Smith for Governing Board.,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
1921863641188492,Peten4People1st - AZ,Peten For Peopel First,≤100
866779926670025,Citizens for Tobacco Rights,Citizens for Tobacco Rights,≤100
266344180585578,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,≤100
23875187730,Feeding America,Feeding America,≤100
215199482635728,Alek Skarlatos,ALEK FOR OREGON,≤100
103120154887739,Great State Alliance Promotions,Great State Alliance Inc,≤100
112719120214158,Durham for the Citizens,Durham for the Citizens,≤100
108635370971125,Home Value Club,Home Value Club,≤100
315467021926595,Native Voice Network,"AMERICANS FOR INDIAN OPPORTUNITY, INC",≤100
675471506247724,Adair for Congress,ADAIR FOR CONGRESS,≤100
113341064736,American Conservative Union,American Conservative Union,≤100
1883837055193241,Shield Republic,Shield Republic,≤100
106446011075203,Republicans for a New President,Stand Up Republic,≤100
110515430337270,Armando Montero for Tempe Union School Board,Vote Montero,≤100
6820348410,Kirsten Gillibrand,Off the Sidelines,≤100
260713150211,Protect Our Winters,Protect Our Winters,≤100
101127364972509,Dems For USA,Dems For USA,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
100926135067368,Defend Your Police,Defend Your Police,≤100
471487683059990,American Mind,"CLAREMONT INSTITUTE FOR THE STUDY OF STATESMANSHIP AND POLITICAL  PHILOSPHY, THE",≤100
69611504313,Simon & Schuster,Simon and Schuster,≤100
53797383417,The National Urban League,National Urban League with Facebook Ad Credits,≤100
305832706292882,American Gun Association,GunAssociation.org,≤100
1086898888056156,Merissa Hamilton,Merissa Louise Hamilton,≤100
101229485069553,America Votes Trump Out,TECH FOR CAMPAIGNS,≤100
1467725903304588,EZ Insure,Benepath,≤100
461204744067686,Family Protection Association,Family Protection Association,≤100
143528022388140,The Allstate Foundation,The Allstate Foundation,≤100
277005566267077,Blueland,Blueland,≤100
1380768768859092,Citizens for Quality Education,Citizens for Quality Education,≤100
101075798356272,ReOpen America Now,Command Center Holdings LLC,≤100
1338822066131069,Women's March,Women's March,≤100
106020217875980,Reimagine Roosevelt,Reimagine Roosevelt,≤100
513695272011123,The Genesis Prize,GPF NA LLC,≤100
133946720574,Expect More Arizona,Expect More Arizona,≤100
107439427661844,Accountable Tech,Accountable Tech,≤100
203477146388604,Scottsdale Councilman Guy Phillips,Committee to Reelect Guy Phillips,≤100
104015131175487,Becky Daggett for Flagstaff City Council,Becky Daggett for City Council,≤100
105311961035923,Kimberly "Kim" Beach-Moschetti for LD 14 House,Kimberly Moschetti for State Representative - District 14,≤100
36872302227,Cory Booker,Cory Booker for Senate,≤100
101783761311975,Joel John 4 House,Joel John for House LD4,≤100
1909465542698901,Nelson Recruiting LLC,Jessica Larea Nelson,≤100
596556607135301,The Earthling Co.,The Earthling Co.,≤100
1925382374342508,Yes Yes Yes for Our Schools,Yes Yes Yes For Our Schools,≤100
104326511192078,Begay for Justice,Begay for Justice,≤100
1793025380766667,Yes for Cartwright Schools,Yes For Cartwright Schools,≤100
41309865723,Democrats.com,DEMOCRATS.COM,≤100
170980280933,PA Democratic Party,PENNSYLVANIA DEMOCRATIC PARTY,≤100
260933440643373,UltraViolet,UltraViolet Action,≤100
281092325369257,Elect Vince Leach,Vince Leach for Senate,≤100
104224114671958,Energy For Progress,The American Petroleum Institute,≤100
717115395103069,PrintedKicks,Printed Kicks,≤100
100492585008418,The Azlsba 2030 Project,The AZLSBA 2030 Project,≤100
29092950651,TED,TED Conferences,≤100
101412144993569,Clinical Trials,Alpine Media LLC,≤100
111994493857762,Sarah Lindsay James for Tempe Union,Sarah Lindsay James for Tempe Union,≤100
213792049451918,Stand For America,Stand For America Inc,≤100
635787203204897,Robson for State House,Robson 2020,≤100
108557097612242,Vote By Mail PAC,Vote By Mail PAC,≤100
133453440784345,Jennifer Jermaine AZ LD18 House,Jermaine for House.  Authorized by Jennifer Jermaine.,≤100
12596759677,RAICES,Refugee and Immigrant Center for Education and Legal Services,≤100
108109934203874,Insta Shop Boutique,Insta Shop Boutique,≤100
1471663663162026,POSA Scottsdale,POSA Scottsdale,≤100
134236246709165,Pima County,Pima County,≤100
206743952696198,Lower My Bills,"LMB OpCo, LLC",≤100
884245815047912,Save Our Schools Arizona,Save Our Schools Arizona PAC,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
216709768355686,Dinesh D'Souza,America2020 Film LLC,≤100
176466646087311,DC Fawcett,VREIC,≤100
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,≤100
1644643108938781,Nick Pierson,PIERSON4TUSD,≤100
905962876138436,United Brotherhood of Carpenters and Joiners of America,United Brotherhood of Carpenters and Joiners of America,≤100
