Page ID,Page Name,Disclaimer,Amount Spent (USD)
1552675688372326,Color Of Change PAC,Color Of Change PAC,1034
1556932204325823,ProgressPop,ProgressPop,987
110762610521896,More Than A Vote,"More Than A Vote, Inc",972
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,955
302788163533996,Terri LeGrand for NC,Committee to Elect Terri LeGrand,918
79125112926,Students for Life of America,"STUDENTS FOR LIFE OF AMERICA, INC.",914
101432825019214,Republicans & Independents for Biden,The Lincoln Project,910
100801038449520,Natural Allies for a Clean Energy Future,"Natural Allies, Inc.",889
925007000949719,ExxonMobil,Exxon Mobil Corporation,831
443329669123990,USAFacts,USAFacts Institute,828
268709413907753,Our American Century,OUR AMERICAN CENTURY,804
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,686
717022005384027,BIOAction,BIOTECHNOLOGY INNOVATION ORGANIZATION,678
7557620142,Student PIRGs,"PIRG NEW VOTERS PROJECT, INC.",675
1938927669760873,Mike Causey,Mike Causey Campaign,657
1422172491347220,New Hanover County GOP,New Hanover County Republican Party,656
356902758348432,Josh Dobson for Labor,Josh Dobson for North Carolina,638
170004579701070,RootsAction,Action For A Progressive Future,633
118116893361371,Citizens for a Better NC House,Citizens for a Better NC House,595
302182941354,AARP Advocates,AARP,585
460007821513637,Ricky Hurtado for NC House,Committee to Elect Ricky Hurtado,578
92021268117,Working America,Working America,575
100289684871924,Tess Judge for NC Senate,The Committee to Elect Tess Judge,571
104684067632334,Unite the Country,UNITE THE COUNTRY,561
320437294638279,Campus Vote Project,FAIR ELECTIONS CENTER,560
1668164273415202,Advance Carolina,Advance Carolina,552
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,545
17270171477,NC Conservation Network,NC CONSERVATION NETWORK,527
117144508670456,GUNVOTE,National Shooting Sports Foundation,526
22446650317,"Dale Folwell, CPA for N.C. Treasurer",Folwell Committee,521
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,506
487571108071357,North Carolina Coalition for Fiscal Health,North Carolina Coalition for Fiscal Health,499
259130650776119,Mitch McConnell,MCCONNELL SENATE COMMITTEE,491
327837911149503,2A4Life,2A4LIFE LLC,490
116616056408494,Poder NC Action,Poder NC Action,480
1161005637372969,Just Democracy,Just Democracy,476
602714436529710,End Citizens United,END CITIZENS UNITED,461
492580167421076,JD Wooten for NC Senate,Citizens for JD Wooten,460
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,453
620619085055774,Sandy Smith,"SANDY SMITH FOR CONGRESS, INC.",448
105732744375701,Steve Bullock,MONTANANS FOR BULLOCK,444
953113491536337,Black to the Future Action Fund,Black to the Future Action Fund,442
105577974544303,The USA Needs More Patriots,AmeriPolling,435
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,434
1575930945858435,Dan Besse for NC House,Dan Besse for NC House,427
113702026736466,National Parks Action Fund,National Parks Action Fund,422
2352630938293825,Mytacticalpromos,Entremax,416
473191156175163,EDF Action,Environmental Defense Action Fund,414
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,414
104766211232210,Feel Good Voting,Feel Good Action,412
19972147679,SEIU,SEIU,402
1913007469025720,American Values First,AMERICAN VALUES FIRST,399
112254017245488,Citizens for a Better NC Senate,Citizens for a Better NC Senate,397
1620901297968649,Aimy Steele for NC House 82,Paid by the committee to elect Aimy Steele for NC House District 82,392
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,390
106928861137262,Global Final Expense Assistance,Kohv8,387
417522508294454,Job Creators Network,Job Creators Network,382
110749446963570,Courier,"Courier Newsroom, Inc.",380
169730569777763,Elect Bradford,The John R Bradford III Committee,376
127225910653607,PragerU,PragerU,370
1115138095180309,Brian Farkas for NC House,Brian Farkas for NC House,368
1483720741844126,North Carolina Black Alliance,North Carolina Black Alliance,360
106114264313679,Hunt The Vote,"Hunter Nation, Inc",356
111753503664494,Lee Haywood for Congress- Lee for NC,LEE HAYWOOD FOR CONGRESS COMMITTEE,350
104856814505092,The Kids Guide,The Kids Guide,349
116116146886615,Fortaleza NC,Fortaleza,341
114625730266879,Republican Voters Against Trump,Defending Democracy Together,338
261663760956534,America First Policies,America First Policies Inc,335
2078647579047586,Project Pulso,Pulso,335
108035147579520,Virginia Cox-Daugherty,Committee to Elect Virginia Cox-Daugherty,329
605168822998856,314 Action,314 ACTION FUND,329
6500552187,Hulu,"HULU, LLC",324
1434770523406284,Sarah Crawford for NC,Sarah For NC,313
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,312
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,311
95790000888,Life Issues Institute,Life Issues Institute Inc,309
1209457952426541,NILC Immigrant Justice Fund,NILC Immigrant Justice Fund,308
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,307
791543660926838,"I'll go ahead and keep my guns, Thanks",2A4LIFE LLC,303
907919839243616,My Faith Votes,My Faith Votes,302
14856729724,Gap,Gap Inc,291
1459933150741485,Harper Peterson - NC Senate District 9,Committee to Elect Harper Peterson,287
2199536390093933,Dr. Jen Mangrum for NC,Jen Mangrum for NC,285
404487586973146,Yvonne Lewis Holley for Lt. Governor,Committee to Elect Yvonne Lewis Holley,283
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,273
111419787374695,Realtors for Tillis,National Association of REALTORS,272
137855609584310,TBN,TRINITY BROADCASTING NETWORK INC,270
106244251043808,Reuse Plastics,"AMERICAN CHEMISTRY COUNCIL, INC.",268
101525434671590,Matthew Winslow,The Committee to Elect Matthew Winslow,266
1449461518652183,4Patriots,4Patriots LLC,265
113238287134755,"American Target Advertising, Inc.",The Conservative Caucus,256
1797429147207331,NEON,"NEON RATED, LLC",255
23180353833,North Carolina Republican Party,North Carolina Republican Party,250
158791100909689,Concerned Veterans for America,Concerned Veterans for America,241
112325855474892,Speak Up For Education and Kids,National Education Association,239
905408226281747,Hunt for House,Hunt for House,236
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,231
138920486202280,VOTE411,League of Women Voters Education Fund,228
107589980674671,VoteInspired,Rachel E Whalen,227
828902563856302,Chuck Schumer D-NY,FRIENDS OF SCHUMER,227
273671389402071,"Beth Wood, NC State Auditor",the Beth Wood Campaign,227
166749220112465,Lisa Stone Barnes,Committee to Elect Lisa Barnes,227
708346842676287,Dan Bishop,BISHOP FOR CONGRESS,223
107105884163159,Wheeler for NC,Wheeler for NC,222
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,222
308596522902761,"Senator Danny Earl Britt, Jr. Robeson Columbus Counties",Danny Britt for NC Senate,221
139095366100611,WilmingtonInsuranceQuotes.com,FENIX CONTRACTING INC,220
101187548040796,Allen Wellons for NC Senate,Allen Wellons for NC Senate,220
152264148166020,Moms Clean Air Force,Moms Clean Air Force,220
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",218
9324910069,NRSC,NRSC,214
100233228182981,Madison Cawthorn for Congress,CAWTHORN FOR NC,214
104736427705821,Emily Bunch Nicholson for NC House,Committee to Elect Emily Nicholson,208
1613516851999536,Sunrise Movement,SUNRISE PAC,206
104673218071670,America Votes For Biden,TECH FOR CAMPAIGNS,206
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",204
101655554682189,Elect Adam Ericson for NC HD20,Committee to Elect Adam Ericson,203
1423569974420865,Gail Young for North Carolina,Gail Young for North Carolina,200
314499212242,Pfizer,Pfizer Inc.,199
106308567506025,Moe Davis for Congress,MOE DAVIS FOR CONGRESS,199
106187594572737,Save the Vote,End Citizens United Non-federal,198
278490715553293,Martha McSally,MCSALLY FOR SENATE INC,195
675471506247724,Adair for Congress,ADAIR FOR CONGRESS,190
118059502224502,Sam Edney,Sam Edney for NC House,190
328853823844484,Balance of Power,Balance of Power,189
108635370971125,Home Value Club,Home Value Club,188
113976306667664,Marcus Singleton for Senate District 36,Committee to Elect Marcus Singleton,187
623339164538852,National Security Action,Nationalsecurityaction.org,186
103597604713894,Team Trump Store,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,186
116487955096504,Virginia Foxx for Congress,Virginia Foxx for Congress,185
130234313704399,United We Dream,UNITED WE DREAM NETWORK INC,183
100107288400450,EMAA Project,Expanding Medication Abortion Access (EMAA) Project,181
119951199834957,Bank For Good,Bank For Good,181
107838100573432,Donald Rice for District Court Judge,The Committee to Elect Donald Rice,179
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",178
260754507296508,The Voter Participation Center,Voter Participation Center,178
191296824551396,Amy Galey for North Carolina Senate 24,Committee to Elect Amy Galey,177
1809078699219595,Fat Tire,"NEW BELGIUM BREWING COMPANY, INC.",177
1613959322049641,Sebastian King - NC Senate 27,Sebastian King for NC,176
631005323626172,"Senator Joyce Krawiec, NC District 31",Joyce Krawiec for NC Senate,176
1061240530648502,Joe Collins,JOE COLLINS FOR CONGRESS,176
2081864865362439,Mike Espy,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,174
324558475104607,United We Dream Action,United We Dream Action,174
103983379801,Texas Democratic Party,SUPER STATES 2020,173
122366209158186,Dr. Perrin Jones,Supporters of Perrin Jones,171
223055747744143,Beto O'Rourke,Powered By People,171
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,171
1374134752633656,New Health Plans,Shop Insurance Plans,170
168051710543266,Lacy Johnson,Lacy Johnson for Congress,169
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,169
29092950651,TED,TED Conferences,169
497591807681064,Donna Lake for NC Senate,Donna Lake for NC,167
70874333603,CatholicVote,catholicvote.org,167
278478315828826,CNN Original Series,WarnerMedia LLC,166
228229007697380,Down Home North Carolina,We are Down Home,166
107523875954231,Danny Davis,Protect Our Winters,164
579945178720985,"Chief Justice Cheri Beasley, NC Supreme Court",Chief Justice Beasley Committee,164
92925746942,Judicial Watch,Judicial Watch,164
80060452756,Congressional Black Caucus Foundation,CONGRESSIONAL BLACK CAUCUS FOUNDATION INC,163
25852730092,Care2,Care2 Inc,163
123192635089,GOP,REPUBLICAN NATIONAL COMMITTEE,163
205395906412,UAW International Union,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AM",162
129914120385683,Families USA,Families USA,162
428821014132730,Katie Porter,Katie Porter For Congress,158
892673067526965,Project War Path,Project War Path,158
6726182861,Mike Pence,"DONALD J. TRUMP FOR PRESIDENT, INC.",158
114710126648118,Republican Dogs,Republican Dogs,157
100884558195771,Chuck Edwards for NC Senate,Chuck Edwards for NC Senate Committee,156
1563790667070489,"Natasha Marcus, NC Senate District 41",Friends of Natasha Marcus,155
1883837055193241,Shield Republic,Shield Republic,154
216709768355686,Dinesh D'Souza,America2020 Film LLC,153
18982436812,ACLU,American Civil Liberties Union,152
1419388578092947,Anna Paulina Luna,ANNA PAULINA LUNA FOR CONGRESS,150
102324124578809,Scott Brewer for NC,Brewer for NC,150
202531447982,Jimmy Chin,Protect Our Winters,149
1635441679872518,Kimberly Klacik,Kim Klacik for Congress,149
1764306443784870,PL+US Action Fund,PLUS ACTION FUND,149
109379100777665,Patriotism Isn't Dead,Patriot Polling,149
118119545051756,Kirk DeViere - NC Senate,Kirk deViere Campaign Committee,148
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,148
139864512734010,ACS CAN North Carolina,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,148
53797383417,The National Urban League,National Urban League with Facebook Ad Credits,143
1402473073196615,Ray Russell,Ray Russell for NC,141
195530355493,Chicks On The Right,Chicks on the Right,141
286178985386108,Pat Finn for Judge,Committee to Elect Pat Finn,141
309308412520731,Sandy Hook Promise,Sandy Hook Promise,140
7976226799,The Daily Show,Comedy Central,139
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",137
100160148507407,Moe Taxes,CAWTHORN FOR NC,136
101229485069553,America Votes Trump Out,TECH FOR CAMPAIGNS,134
376776419037747,Turning Point USA,Turning Point USA,132
167606528159,Dockers,Levi Strauss & Co.,131
20787991568,Senate Democrats,DSCC,130
106663044307859,Mike Sievert,"T-MOBILE USA, INC.",128
439294536200691,Michael Lee,Committee to Elect Michael Lee,128
189285628396655,Vote Common Good,Vote Common Good,126
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,126
101127364972509,Dems For USA,Dems For USA,126
393932827634250,Dissent Pins,Common Practice,126
321892122054736,Judge Reuben Young for NC Court of Appeals,Keep Judge Reuben Young,124
333710103706307,Giffords,GIFFORDS PAC,123
309798029121030,Everytown for Gun Safety,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),123
104614641200137,MeidasTouch,MEIDASTOUCH,122
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,122
160513344045084,John Neely Kennedy,"John Kennedy for Us, Inc",122
277005566267077,Blueland,Blueland,120
20612127118,North Carolina Democratic Party,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,120
42872222699,Dana Loesch,Dana Loesch Radio,120
23875187730,Feeding America,Feeding America,119
356482637745012,Stansberry Research,Stansberry Research,119
170980280933,PA Democratic Party,PENNSYLVANIA DEMOCRATIC PARTY,118
229083393820990,Richard Hudson,HUDSON FOR CONGRESS,116
7833534974,Florida Democratic Party,Florida Democratic Party,115
1428283027462702,Restoration PAC,RESTORATION PAC,114
8325302025,Friends of the Earth U.S.,Friends of the Earth,114
100926135067368,Defend Your Police,Defend Your Police,113
105882174183801,PACRONYM,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",113
100256754899828,Patriot's Cave,Patriots Cave,112
1966045470352643,North Carolinians Against Gun Violence Action Fund,NCGV Action Fund,112
113066278734489,Earth Guardians,"EARTH GUARDIANS, INC.",109
100681181778155,Ben Moss HD 66,Ben Moss NC House,108
97493741436,John W. Hickenlooper,HICKENLOOPER FOR COLORADO,108
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,107
215830238462422,The LIBRE Initiative,The Libre Initiative,105
108109934203874,Insta Shop Boutique,Insta Shop Boutique,104
2197543200459333,One Country Project,One Country Inc,104
213792049451918,Stand For America,Stand For America Inc,103
596556607135301,The Earthling Co.,The Earthling Co.,103
17023576156,The Leadership Conference on Civil and Human Rights,Leadership Conference Education Fund,103
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,102
58008726389,NC Child: the Voice for North Carolina's Children,NC CHILD,102
36872302227,Cory Booker,Cory Booker for Senate,≤100
103428021464766,C4E: The Concealed Carry Experience,Concealed Coalition,≤100
132492254050920,American AF,AAF Nation,≤100
552783291782810,United For Health Care 2020,1199 Service Employees Int’l Union Federal Political Action Fund. Not authorized by any candidate or candidate’s committee.,≤100
6820348410,Kirsten Gillibrand,Off the Sidelines,≤100
120333638051654,Chatham County Republican Party,Chatham County Republican Party,≤100
101075798356272,ReOpen America Now,Command Center Holdings LLC,≤100
100814311563647,Guilford For All,Carolina Federation,≤100
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",≤100
199325267252257,Senator Wiley Nickel,Wiley Nickel for North Carolina,≤100
717115395103069,PrintedKicks,Printed Kicks,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",≤100
266344180585578,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,≤100
120547365195,National LGBTQ Task Force,These ads ran without a disclaimer,≤100
107483817554072,WorkMoney,WorkMoney,≤100
275767899530015,Million Voices,"VISION AMERICA MOBILIZED, INC.",≤100
533280390370782,Simon for House,Lowell Simon,≤100
658739734196897,CVS Health,CVS HEALTH CORPORATION,≤100
95181800661,Levi's,Levi's®,≤100
1107973016071967,Wesley Hunt,Hunt for Congress,≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
41309865723,Democrats.com,DEMOCRATS.COM,≤100
2038477456439436,Veterans For Responsible Leadership,Veterans For Responsible Leadership,≤100
77852784853,Absolut,Pernod Ricard USA LLC,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
305832706292882,American Gun Association,GunAssociation.org,≤100
111428049989,Cal Cunningham,CAL FOR NC,≤100
100353898199297,Albert Kirby for NC House,Albert Kirby for NC House,≤100
104351147973521,BLM Store,www.BLM.store,≤100
136818983856,Purina,Nestle Purina Petcare Company,≤100
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,≤100
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,≤100
143528022388140,The Allstate Foundation,The Allstate Foundation,≤100
667406426724032,Cocoa Butter,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
423056308431667,Representative Jake Johnson,Committee to Elect Jake Johnson,≤100
589797724851446,The Pre-K Priority,Family Services,≤100
15687409793,World Wildlife Fund,World Wildlife Fund,≤100
315467021926595,Native Voice Network,"AMERICANS FOR INDIAN OPPORTUNITY, INC",≤100
156268994819596,Marc J. Bern & Partners LLP,Marc J. Bern & Partners LLP,≤100
103075334816156,UFCW Votes,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,≤100
471487683059990,American Mind,"CLAREMONT INSTITUTE FOR THE STUDY OF STATESMANSHIP AND POLITICAL  PHILOSPHY, THE",≤100
15524934075,Banana Republic,Banana Republic,≤100
112824416194,United Steelworkers,United Steelworkers,≤100
681745912255844,John Cummings for Congress,CUMMINGS FOR CONGRESS,≤100
113666459994300,Big Dan Rodimer for Congress,RODIMER FOR CONGRESS,≤100
242077219243971,The Presidential Coalition,The Presidential Coalition,≤100
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,≤100
437600860306482,Judge Chris Brook,Keep Judge Chris Brook,≤100
107439427661844,Accountable Tech,Accountable Tech,≤100
1338822066131069,Women's March,Women's March,≤100
108557097612242,Vote By Mail PAC,Vote By Mail PAC,≤100
339476843227498,Helen Probst Mills,The Committee to Elect Helen Probst Mills,≤100
206743952696198,Lower My Bills,"LMB OpCo, LLC",≤100
108614134149231,Forsyth Freedom Federation,Carolina Federation,≤100
111023584012681,Open Road Homeward,Open Road Homeward,≤100
111278356635,Civitas Institute,Civitas Institute,≤100
461204744067686,Family Protection Association,Family Protection Association,≤100
338028696036,Yahoo News,Verizon Media Inc,≤100
224110651893,International African American Museum,IAAM,≤100
60449667441,Family Research Council,FAMILY RESEARCH COUNCIL,≤100
244929708853349,Spotify,Spotify USA Inc.,≤100
210820618956311,Community Change Action,Center for Community Change Action,≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
249362448960808,Sanderson Farms Corporate,Sanderson Farms Corporate,≤100
112049393932531,Reality Team,Reality Team,≤100
118686519962406,NIOSH Aerosol Respirator and Face Shield Protection for The General Public,"Eastern PPE Imports, LLC",≤100
354716314909000,Swing Left,Swing Left,≤100
58960807300,John Locke Foundation,JOHN LOCKE FOUNDATION INC,≤100
513695272011123,The Genesis Prize,GPF NA LLC,≤100
593289284500311,Trump Rack,BOXD Marketing,≤100
117477483431506,"Fred Cutter, for CCS Board of Education",Campaign to Elect Frederick William Cutter,≤100
1898998923480685,Down Home NC: Madison Chapter,Down Home North Carolina IE PAC,≤100
260668817346988,Ignite National,IGNITE,≤100
157672930992157,Conservation Hawks,CONSERVATION HAWKS INC,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
530604487365010,Old Glory Flagpole Kits,Service First,≤100
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,≤100
260933440643373,UltraViolet,UltraViolet Action,≤100
204061816378061,CWA Political Action,COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES,≤100
837731992980860,Pero Like,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
784658445076447,JohnCheckforhouse,John Check for House,≤100
260713150211,Protect Our Winters,Protect Our Winters,≤100
141779087353,"Family Services of Forsyth County, NC",Family Services,≤100
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",≤100
8057376739,The Nature Conservancy,Nature Conservancy,≤100
100183351836119,Evangelicals For Biden,Evangelicals For Biden,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
95356211637,Ben Ferguson,Ben Ferguson show,≤100
1765073800454902,Reform Austin,Reform Austin Inc.,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
114475890010131,Piggy Dollar Financial,Tyler Wayne Hedland,≤100
182516435163,UNC-TV,UNC-TV Public Media North Carolina,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
120962494639704,First Five Years Fund,First Five Years Fund,≤100
1585291608451100,Ted Budd,TED BUDD FOR CONGRESS,≤100
23790541544,Democrats,DCCC,≤100
409992859190869,Elect Joel Levy - Mecklenburg County Commission - Republican District 6,Committee to Elect Joel Levy,≤100
50013609338,Equality NC,EQUALITY NC,≤100
103644036958,United Association,United Association Political Education Committee,≤100
1927779730803989,Keep Judge Rex Marvel,Marvel for Judge,≤100
102212541306207,Self-Employed Health Insurance,GROW with MKG LLC,≤100
429812024048177,Doug Jones for Senate,DOUG JONES FOR SENATE COMMITTEE,≤100
215199482635728,Alek Skarlatos,ALEK FOR OREGON,≤100
700806360047982,CFG Action,Club for Growth Action,≤100
439884863155499,Protect Democracy,PROTECT DEMOCRACY PROJECT,≤100
101061204760488,Norman for NC Senate,Committee to Elect Larry Norman,≤100
